rank,lemma,reading,count,meanings_en,pos_tags,alt_readings_kana,alt_spellings_kanji
14947,サンキュー,サンキュー,25824,thank you,interjection (kandoushi),サンキュ サンキュー センキュ センキュー,
14948,デジタル,デジタル,25823,digital,"noun (common) (futsuumeishi), nouns which may take the genitive case particle 'no'",ディジタル デジタル,
14949,方向転換,ホウコウテンカン,25823,change of course,"noun (common) (futsuumeishi), noun or participle which takes the aux. verb suru",ほうこうてんかん,方向転換
14950,グスタフ,グスタフ,25819,,,,
14951,強請る,ネダル,25818,to beg; to coax; to hound; to importune; to pester; to plead,"Godan verb with 'ru' ending, transitive verb",ねだる,強請る
14952,給金,キュウキン,25809,(one's) pay; wages,noun (common) (futsuumeishi),きゅうきん,給金
14953,殴打,オウダ,25806,blow; hit; strike,"noun (common) (futsuumeishi), noun or participle which takes the aux. verb suru",おうだ,殴打
14954,ストン,ストン,25805,(hanging) straight down; (with a) thump,"adverb (fukushi), adverb taking the 'to' particle",すとん ストン,
14955,男児,ダンジ,25805,boy; man; son,noun (common) (futsuumeishi),だんじ,男児
14956,損ない,ソコナイ,25798,,,,
14957,臀部,デンブ,25796,buttocks; gluteal; rear,"noun (common) (futsuumeishi), nouns which may take the genitive case particle 'no'",でんぶ,臀部
14958,ブルマ,ブルマ,25793,(girls') gym shorts; bloomers,noun (common) (futsuumeishi),ブルマ ブルマー ブルマーズ ブルーマー ブルーマーズ,
14959,御礼,オレイ,25792,bow; ceremony; etiquette; gift; gratitude; manners; reward; ritual; thanks,noun (common) (futsuumeishi),おれい おんれい,お礼 御礼
14960,小町,コマチ,25788,(town) beauty; belle,noun (common) (futsuumeishi),こまち,小町
14961,遠足,エンソク,25783,excursion; outing; trip,"noun (common) (futsuumeishi), noun or participle which takes the aux. verb suru",えんそく,遠足
14962,フィギュア,フィギュア,25778,figure; figure skating; figurine; form; model figure; shape,noun (common) (futsuumeishi),フィギア フィギュア,
14963,付属,フゾク,25777,affiliated; annexed; associated; attached; auxiliary; belonging (to); dependent; enclosed; incidental; included; subordinate,"noun (common) (futsuumeishi), noun or participle which takes the aux. verb suru, nouns which may take the genitive case particle 'no'",ふぞく,付属 附属
14964,紛争,フンソウ,25775,conflict; dispute; strife; trouble,"noun (common) (futsuumeishi), noun or participle which takes the aux. verb suru",ふんそう,紛争 紛諍
14965,なにっ,ナニッ,25774,,,,
14966,サミュエル,サミュエル,25771,,,,
14967,石川,イシカワ,25770,Ishikawa (prefecture),noun (common) (futsuumeishi),いしかわ,石川
14968,ダリル,ダリル,25769,,,,
14969,忠義,チュウギ,25766,devotion; loyalty,"adjectival nouns or quasi-adjectives (keiyodoshi), noun (common) (futsuumeishi)",ちゅうぎ,忠義
14970,屹立,キツリツ,25765,soaring; standing tall; towering,"noun (common) (futsuumeishi), noun or participle which takes the aux. verb suru",きつりつ,屹立
14971,阿部,アベ,25764,,,,
14972,ほぐれる,ホグレ,25763,to be relaxed; to be softened; to come apart; to come untied,"Ichidan verb, intransitive verb",ほぐれる,解れる
14973,訴え,ウッタエ,25762,complaint; lawsuit,noun (common) (futsuumeishi),うったえ,訴え
14974,灰皿,ハイザラ,25759,ashtray,noun (common) (futsuumeishi),はいざら,灰皿
14975,ボケる,ボケ,25755,to be befuddled; to be childish with age; to be mentally slow; to become absorbed in; to become engrossed in; to grow senile; to play stupid; to say something stupid (oft. on purpose; esp. as part of a comedic routine),"Ichidan verb, auxiliary verb, intransitive verb",ほうける ぼける ボケる,呆ける 惚ける 耄ける
14976,宿主,シュクシュ,25755,(parasitic) host; innkeeper; landlord,noun (common) (futsuumeishi),しゅくしゅ やどぬし,宿主
14977,立ちふさがる,タチフサガル,25754,to bar someone's way; to block the way; to stand in the way,"Godan verb with 'ru' ending, intransitive verb",たちふさがる,立ちふさがる 立ち塞がる 立塞がる
14978,乗ずる,ジョウジ,25750,to follow blindly; to multiply; to take advantage of,Ichidan verb - zuru verb (alternative form of -jiru verbs),じょうずる,乗ずる
14979,大々的,ダイダイテキ,25749,extensive; grand; great; large-scale,adjectival nouns or quasi-adjectives (keiyodoshi),だいだいてき,大々的 大大的
14980,りす,リス,25748,Japanese squirrel (Sciurus lis); squirrel (any mammal of family Sciuridae),noun (common) (futsuumeishi),りす リス,栗鼠
14981,形見,カタミ,25743,heirloom; keepsake; memento (esp. of a deceased person); remembrance; souvenir,noun (common) (futsuumeishi),かたみ,形見
14982,生クリーム,ナマクリーム,25743,fresh cream,noun (common) (futsuumeishi),なまクリーム,生クリーム
14983,輸入,ユニュウ,25741,afferent; import; importation; introduction,"noun (common) (futsuumeishi), noun or participle which takes the aux. verb suru, noun or verb acting prenominally",しゅにゅう ゆにゅう,輸入
14984,狙える,ネラエル,25739,,,,
14985,コーデリア,コーデリア,25737,,,,
14986,不細工,ブサイク,25731,clumsy (work); homely; plain (e.g. looks); ugly; unattractive,"adjectival nouns or quasi-adjectives (keiyodoshi), noun (common) (futsuumeishi)",ぶさいく ブサイク,不細工
14987,毛先,ケサキ,25731,hair ends; tips of one's hair,noun (common) (futsuumeishi),けさき,毛先
14988,ゲーマー,ゲーマー,25727,gamer,noun (common) (futsuumeishi),ゲーマー,
14989,ニヤつく,ニヤツイ,25718,to grin broadly; to smirk,Godan verb with 'ku' ending,にやつく ニヤつく,
14990,洩らす,モラシ,25716,"to disclose; to divulge; to express; to fail to do; to forget to do; to give utterance to (e.g. one's dissatisfaction); to leak (information); to leave out; to let leak; to let out (a secret); to let out (a sigh, etc.); to let out (e.g. light)","Godan verb with 'su' ending, suffix, transitive verb",もらす,洩らす 漏らす
14991,射出す,イダサ,25715,,,,
14992,パズル,パズル,25714,puzzle,noun (common) (futsuumeishi),パズル,
14993,ならす,ナラシ,25713,to accustom; to be esteemed; to be popular; to be reputed; to beat; to chime; to complain; to crack (joints); to domesticate; to fart (loudly); to insist; to ring,"Godan verb with 'su' ending, transitive verb",ならす,慣らす 馴らす 鳴らす
14994,ミナミ,ミナミ,25711,,,,
14995,ヴィルヘルム,ヴィルヘルム,25711,,,,
14996,機銃,キジュウ,25711,machine gun,noun (common) (futsuumeishi),きじゅう,機銃
14997,花見,ハナミ,25711,cherry blossom viewing; flower viewing,"noun (common) (futsuumeishi), noun or participle which takes the aux. verb suru",はなみ,花見
14998,オリオン,オリオン,25706,Orion,noun (common) (futsuumeishi),オリオン,
14999,壊せる,コワセ,25705,,,,
15000,期末,キマツ,25702,end of term,"noun (common) (futsuumeishi), nouns which may take the genitive case particle 'no'",きまつ,期末
15001,コスモス,コスモス,25696,common cosmos (Cosmos bipinnatus); cosmos,noun (common) (futsuumeishi),コスモス,
15002,気づき,キヅキ,25694,awareness; realization,noun (common) (futsuumeishi),きづき,気づき 気付き
15003,心霊,シンレイ,25692,ethereal being; ghost; soul; spirit; spirit (e.g. human spirit),"noun (common) (futsuumeishi), nouns which may take the genitive case particle 'no'",しんれい,心霊
15004,有り難う,アリガトウ,25689,thank you; thanks,interjection (kandoushi),ありがと ありがとう,有り難う 有難う
15005,家主,ヤヌシ,25688,head of the household; home owner; house owner; landlady; landlord,noun (common) (futsuumeishi),いえあるじ いえぬし やぬし,家主
15006,巻きつく,マキツイ,25688,to twine around,Godan verb with 'ku' ending,まきつく,巻きつく 巻き付く 巻付く
15007,底上げ,ソコアゲ,25688,raising (the standard),"noun (common) (futsuumeishi), noun or participle which takes the aux. verb suru",そこあげ,底上げ
15008,ヒロト,ヒロト,25683,,,,
15009,恐れ入る,オソレイリ,25679,to be amazed; to be disconcerted; to be embarrassed; to be filled with awe; to be grateful; to be much obliged; to be sorry; to be surprised; to beg pardon; to feel small,"Godan verb with 'ru' ending, intransitive verb",おそれいる,恐れ入る 畏れ入る
15010,くるっ,クルッ,25678,,,,
15011,寛容,カンヨウ,25678,forbearance; generosity; magnanimity; open-mindedness; tolerance,"adjectival nouns or quasi-adjectives (keiyodoshi), noun (common) (futsuumeishi), noun or participle which takes the aux. verb suru",かんよう,寛容
15012,対岸,タイガン,25678,opposite shore,noun (common) (futsuumeishi),たいがん,対岸
15013,膠着,コウチャク,25678,adhesion; agglutination; deadlock; stalemate; standstill,"noun (common) (futsuumeishi), noun or participle which takes the aux. verb suru, nouns which may take the genitive case particle 'no'",こうちゃく,こう着 膠着
15014,生半可,ナマハンカ,25676,half-hearted; shallow; superficial,"adjectival nouns or quasi-adjectives (keiyodoshi), noun (common) (futsuumeishi)",なまはんか,生半可
15015,校則,コウソク,25674,school regulations,noun (common) (futsuumeishi),こうそく,校則
15016,精いっぱい,セイイッパイ,25673,one's best effort; the best one can do; to the best of one's ability; with all one's might,"adverb (fukushi), noun (common) (futsuumeishi)",せいいっぱい,精いっぱい 精一杯
15017,レジーナ,レジーナ,25670,,,,
15018,失禁,シッキン,25670,incontinence,"noun (common) (futsuumeishi), noun or participle which takes the aux. verb suru, nouns which may take the genitive case particle 'no'",しっきん,失禁
15019,ミユ,ミユ,25668,,,,
15020,ユミ,ユミ,25661,,,,
15021,真也,シンヤ,25660,,,,
15022,爬虫類,ハチュウルイ,25659,reptiles,noun (common) (futsuumeishi),はちゅうるい,は虫類 爬虫類
15023,起伏,キフク,25659,highs and lows; undulation; ups and downs,"noun (common) (futsuumeishi), noun or participle which takes the aux. verb suru",きふく,起伏
15024,カーク,カーク,25658,,,,
15025,しまえる,シマエル,25657,,,,
15026,純潔,ジュンケツ,25654,chastity; purity,"adjectival nouns or quasi-adjectives (keiyodoshi), noun (common) (futsuumeishi), nouns which may take the genitive case particle 'no'",じゅんけつ,純潔
15027,調理場,チョウリバ,25651,kitchen,noun (common) (futsuumeishi),ちょうりば,調理場
15028,混合,コンゴウ,25650,meld; miscegenation; mixing; mixture,"noun (common) (futsuumeishi), noun or participle which takes the aux. verb suru",こんごう,混合
15029,戦友,センユウ,25649,comrade in arms; fellow soldier; war buddy,noun (common) (futsuumeishi),せんゆう,戦友
15030,十万,ジュウマン,25645,"100,000; hundred thousand",numeric,じゅうまん,一〇〇〇〇〇 十万 壱拾萬 拾万 拾萬 １０万 １０００００
15031,マイカ,マイカ,25644,golden cuttlefish (Sepia esculenta); Japanese common squid; Japanese spineless cuttlefish (Sepiella japonica); mica; Pacific flying squid (Todarodes pacificus),noun (common) (futsuumeishi),まいか マイカ,真烏賊
15032,ほんっと,ホンット,25637,,,,
15033,魔境,マキョウ,25631,"demon-infested place; den of iniquity; mysterious, unfrequented area; ominous place",noun (common) (futsuumeishi),まきょう,魔境
15034,接待,セッタイ,25629,entertainment (of guests; esp. in the corporate world); treating (to food and drinks); wining and dining,"noun (common) (futsuumeishi), noun or participle which takes the aux. verb suru",せったい,接待 摂待
15035,直美,ナオミ,25629,,,,
15036,打ち倒す,ウチタオシ,25627,to defeat; to knock down,"Godan verb with 'su' ending, transitive verb",うちたおす,打ち倒す
15037,湿気,シッケ,25627,dampness; humidity; moisture,noun (common) (futsuumeishi),しっき しっけ,湿気
15038,人間性,ニンゲンセイ,25624,human nature; humanity,noun (common) (futsuumeishi),にんげんせい,人間性
15039,優男,ヤサオトコ,25624,effeminate man; feeble man; man of delicate features; man of slender build; man with a gentle nature,noun (common) (futsuumeishi),やさお やさおとこ,やさ男 優男
15040,ぞくぞく,ゾクゾク,25621,one after another; successively,"adverb (fukushi), adverb taking the 'to' particle",ぞくぞく,続々 続続
15041,近道,チカミチ,25616,short way; shortcut,"noun (common) (futsuumeishi), noun or participle which takes the aux. verb suru",ちかみち,近路 近道
15042,駐屯地,チュウトンチ,25615,garrison; military base,noun (common) (futsuumeishi),ちゅうとんち,駐屯地
15043,加算,カサン,25614,adding; addition; supplement,"adjectival nouns or quasi-adjectives (keiyodoshi), noun (common) (futsuumeishi), noun or participle which takes the aux. verb suru",かさん,加算
15044,幸福感,コウフクカン,25608,euphoria; feeling of happiness; sense of well-being,noun (common) (futsuumeishi),こうふくかん,幸福感
15045,長旅,ナガタビ,25607,long trip,noun (common) (futsuumeishi),ちょうりょ ながたび,長旅
15046,粛清,シュクセイ,25606,(political) purge,"noun (common) (futsuumeishi), noun or participle which takes the aux. verb suru",しゅくせい,粛清
